date,ercot_mean,ercot_daily,ercot_max,ercot_min,ercot_std,ercot_range,ercot_load_factor,ercot_peak_ratio
2021-05-20,41698.74208333334,1.00076981e6,51302.07,31828.82,6900.603809656318,19473.25,0.8128081787602983,1.230302580770297
2021-05-21,44549.87208333333,1.06919693e6,53403.12,34833.82,6599.477493610997,18569.300000000003,0.8342185266204171,1.198726674233904
2021-05-22,42112.04458333333,1.01068907e6,46691.14,36135.44,3828.70341795278,10555.699999999997,0.9019279585663004,1.1087360032497433
2021-05-23,40299.04666666667,967177.12,45100.5,34134.08,4224.898025163671,10966.419999999998,0.8935388003828487,1.119145581111348
2021-05-24,42938.55708333333,1.03052537e6,50229.85,34097.18,5620.017480164274,16132.669999999998,0.854841435587272,1.1698075904720326
2021-05-25,45155.95958333332,1.0837430299999998e6,53773.92,35467.68,6496.007278781851,18306.239999999998,0.8397371733980584,1.1908487937403391
2021-05-26,49444.64708333332,1.1866715299999998e6,62820.57,36876.0,9397.84048303396,25944.57,0.787077339211238,1.2705231750187858
2021-05-27,50447.76416666668,1.2107463400000003e6,62161.46,38822.07,8198.679794690126,23339.39,0.8115601558693551,1.2321945486946502
2021-05-28,46659.64875,1.11983157e6,54513.93,38395.64,5305.229063323578,16118.29,0.8559215736234757,1.1683313411140928
2021-05-29,42778.46041666666,1.0266830499999999e6,54093.06,33094.8,7574.498882313561,20998.259999999995,0.7908308462613626,1.2644929123939468
2021-05-30,41877.509583333325,1.0050602299999999e6,49549.71,34242.95,5521.78449851958,15306.760000000002,0.845161547531425,1.1832057467839516
2021-05-31,42338.79875,1.01613117e6,49880.25,34695.79,5640.418533422554,15184.46,0.8488088722490365,1.1781215214567229
2021-06-01,42927.120833333334,1.0302509e6,49922.0,34894.74,5238.097024541672,15027.260000000002,0.8598838354499686,1.1629477829138513
2021-06-02,44721.16625000001,1.0733079900000002e6,55481.18,33553.09,7955.61500583779,21928.090000000004,0.8060601135375998,1.2406022617981254
2021-06-03,42642.32083333333,1.0234157e6,49796.51,33937.4,5549.904830881585,15859.11,0.8563315146650504,1.167772040237413
2021-06-04,42535.216250000005,1.0208451900000001e6,50497.58,33722.82,5901.179140653615,16774.760000000002,0.8423218746324082,1.1871946225264576
2021-06-05,43725.34458333333,1.04940827e6,52775.48,34309.31,6942.589009451471,18466.170000000006,0.8285162841405389,1.2069768804089949
2021-06-06,46087.020416666666,1.10608849e6,59199.15,33946.87,9539.01304315871,25252.28,0.7785081444018481,1.2845080776493751
2021-06-07,49619.81916666666,1.19087566e6,57731.78,40191.35,6156.819068571126,17540.43,0.8594888147683418,1.1634822732039045
2021-06-08,52351.882916666655,1.2564451899999997e6,63951.98,40975.73,8410.510664365918,22976.25,0.8186123856785459,1.2215793671031527
2021-06-09,54418.56124999999,1.3060454699999997e6,65627.44,42704.71,8417.324354057097,22922.730000000003,0.8292043884387382,1.2059752866031535
2021-06-10,54888.92083333334,1.3173341e6,67283.41,42042.01,9284.162505026885,25241.4,0.8157868460194472,1.2258103999585224
2021-06-11,55227.543333333335,1.32546104e6,67931.31,42809.76,9104.353387158622,25121.549999999996,0.8129909953647786,1.2300259236589859
2021-06-12,53025.63208333334,1.2726151700000002e6,65551.55,41059.69,8981.231189853639,24491.86,0.8089150002300989,1.2362238303351358
2021-06-13,54564.767499999994,1.30955442e6,68634.35,39688.04,10967.262005447115,28946.310000000005,0.7950066912559088,1.257851048297787
2021-06-14,57046.61666666667,1.3691188e6,70042.55,43482.71,9749.780432835918,26559.840000000004,0.814456593408816,1.2278125170730254
2021-06-15,55455.161666666674,1.3309238800000001e6,69616.28,41085.5,10513.557021240083,28530.78,0.7965832369478328,1.2553615913781633
2021-06-16,54781.552083333336,1.31475725e6,70013.36,39366.09,11395.92785931085,30647.270000000004,0.7824442661134009,1.2780463009426264
2021-06-17,55977.443749999984,1.3434586499999997e6,69642.73,41308.36,10575.911347596691,28334.369999999995,0.803780146901191,1.2441212984113805
2021-06-18,55051.994999999995,1.32124788e6,68659.69,41832.1,9685.787137235404,26827.590000000004,0.8018095479312534,1.2471789623609464
2021-06-19,53051.03375,1.27322481e6,66791.09,39021.12,10113.137057161714,27769.969999999994,0.7942830959937921,1.2589969559264242
2021-06-20,53828.93083333335,1.2918943400000003e6,65377.69,41065.57,8960.38544702855,24312.120000000003,0.8233532086149472,1.2145455796330833
2021-06-21,55728.49,1.33748376e6,65014.54,46071.7,6876.431259785595,18942.840000000004,0.8571696423600013,1.1666302101492434
2021-06-22,51314.34083333332,1.2315441799999997e6,63110.63,40641.94,7981.788989920535,22468.689999999995,0.8130855425359139,1.2298828938479498
2021-06-23,55648.64000000001,1.33556736e6,70218.88,41714.38,10587.479142388162,28504.500000000007,0.7925025292343029,1.2618256259272462
2021-06-24,58027.04708333333,1.39264913e6,70089.27,45381.5,9203.664095166465,24707.770000000004,0.8279020038778165,1.2078724236879395
2021-06-25,57927.13333333333,1.3902512e6,69728.89,45763.25,8817.898454244203,23965.64,0.8307479630513741,1.2037345193444178
2021-06-26,55025.137500000004,1.3206033e6,66128.11,43987.88,7854.558685679596,22140.230000000003,0.832099049859432,1.201780004638789
2021-06-27,51008.18583333333,1.22419646e6,60505.02,40699.64,6948.511633236045,19805.379999999997,0.8430405581773766,1.1861825511241881
2021-06-28,48246.08500000002,1.1579060400000005e6,56613.25,40296.21,5319.6252105576,16317.04,0.8522048283749832,1.1734268179480258
2021-06-29,48755.65208333334,1.1701356500000001e6,57693.31,38481.83,7178.404795497808,19211.479999999996,0.8450832875307959,1.1833153190401469
2021-06-30,51614.16333333334,1.2387399200000002e6,64334.03,39088.82,9350.01261812758,25245.21,0.8022840063545427,1.2464413999025719
2021-07-01,54377.22958333333,1.3050535099999998e6,68284.7,40440.38,10292.184527414576,27844.32,0.7963310900294404,1.2557590837788715
2021-07-02,52864.23583333334,1.2687416600000001e6,64698.56,41622.02,8068.113408172304,23076.54,0.8170851999385047,1.2238625789272182
2021-07-03,48141.59291666667,1.15539823e6,54613.42,40403.04,5221.139921915669,14210.379999999997,0.8814974948770223,1.1344331728810073
2021-07-04,47298.137500000004,1.1351553e6,57951.36,38170.4,7203.814550040561,19780.96,0.8161695860114414,1.2252355602797256
2021-07-05,48818.363333333335,1.17164072e6,59361.6,39147.97,7375.081698216704,20213.629999999997,0.8223896143859555,1.2159686631581053
2021-07-06,50110.92041666665,1.2026620899999996e6,61675.73,39154.84,8089.836346927776,22520.890000000007,0.8124901061838531,1.2307842180341781
2021-07-07,50597.42041666668,1.2143380900000003e6,62503.53,39383.97,8367.568765048354,23119.559999999998,0.8095130053721236,1.2353106044791855
2021-07-08,51544.38999999999,1.2370653599999999e6,62765.15,40097.99,8158.020405854011,22667.160000000003,0.8212262696735368,1.2176911978199763
2021-07-09,48275.168750000004,1.15860405e6,53990.08,41122.45,4603.385782583258,12867.630000000005,0.8941488649396334,1.1183820046201287
2021-07-10,51002.54,1.22406096e6,62621.34,40146.36,8586.44468965195,22474.979999999996,0.8144594159115727,1.2278082620983188
2021-07-11,50953.253333333334,1.22287808e6,63153.0,39673.25,8341.077300690406,23479.75,0.8068223731783658,1.239430180971107
2021-07-12,51517.07541666666,1.2364098099999998e6,62247.57,41404.4,7232.259294844827,20843.17,0.827615847761875,1.2082900571615491
2021-07-13,51336.38833333333,1.2320733199999998e6,64651.64,38713.26,9328.863632437007,25938.379999999997,0.7940461886710581,1.2593725834433296
2021-07-14,51490.76916666667,1.2357784600000002e6,63958.58,38801.49,9164.668921972276,25157.090000000004,0.8050642957780906,1.2421368147167737
2021-07-15,53280.89791666667,1.27874155e6,65836.69,40624.61,9320.048733207625,25212.08,0.8092888314504673,1.2356527869138216
2021-07-16,54366.97583333334,1.3048074200000002e6,65864.55,42752.95,8322.520033766905,23111.600000000006,0.8254360780318598,1.2114808482618837
