date,coast_mean,coast_daily,coast_max,coast_min,coast_std,coast_range,coast_load_factor,coast_peak_ratio
2021-10-28,11214.566250000002,269149.59,12406.15,9561.59,1006.0646702647355,2844.5599999999995,0.9039521729142402,1.1062532177738036
2021-10-29,10915.26,261966.24,12069.94,9423.4,913.2528476871539,2646.540000000001,0.9043342386126194,1.1057858447714484
2021-10-30,10491.652083333334,251799.65000000002,11579.91,9123.69,858.8380565522392,2456.2199999999993,0.9060219020124798,1.103726077458805
2021-10-31,10762.700833333334,258304.82,12613.42,9243.18,1162.2844515937854,3370.24,0.853273801501364,1.1719567602338972
2021-11-01,11516.948750000001,276406.77,13643.85,9352.42,1435.2084322201292,4291.43,0.8441128237264409,1.1846757588462828
2021-11-02,11786.594166666664,282878.25999999995,13881.44,9616.63,1440.3694556935482,4264.810000000001,0.849090164036776,1.1777312261465411
2021-11-03,11053.061666666668,265273.48000000004,12208.89,9563.85,882.4414974606418,2645.039999999999,0.9053289583792359,1.1045708753095105
2021-11-04,10963.647083333331,263127.52999999997,11840.99,9291.2,950.688061538585,2549.789999999999,0.9259062868335614,1.0800229075232077
2021-11-05,10938.006249999999,262512.14999999997,11709.83,9554.73,762.2956434795718,2155.1000000000004,0.9340875358566263,1.070563476776218
2021-11-06,10557.225833333332,253373.41999999998,11122.4,9751.65,476.0571296545483,1370.75,0.9491859520726941,1.0535343446838268
2021-11-07,10510.4248,262760.62,11486.67,9565.63,673.9931951197033,1921.0400000000009,0.9150105992424262,1.0928835150411809
